Experiment,MAE,RMSE,R2,Trend_Acc(%)
Base,42.9980295580168,53.216113353997,0.954710683284576,48.306997742663654
Base + AS1,39.75453334903633,51.38440909769095,0.9577747532058123,53.04740406320542
Base + AS2,36.29909468773642,47.39681017599602,0.9640740970643117,53.72460496613996
DENet,36.675006614836555,47.911657118705136,0.9632893691765932,53.27313769751692
