Experiment,MAE,RMSE,R2,Trend_Acc(%)
Base,70.31579861692495,117.21902581029386,0.9667227312974823,53.18181818181819
Base + AS1,109.65179779135256,172.42970982642035,0.927992844918819,50.227272727272734
Base + AS2,72.81347681492346,116.02073637159127,0.9673996176839249,46.81818181818182
DENet,69.71408800074929,114.15152878289999,0.9684416039272797,52.27272727272727
